search_name,full_name,region_id
경상남도 사천시 가화리,경상남도 사천시 가화리,3588
경상남도 사천시 남문외리,경상남도 사천시 남문외리,3588
경상남도 사천시 축동면,경상남도 사천시 축동면,3587
경상남도 사천시 용현면,경상남도 사천시 용현면,3586
경상남도 사천시 가천리,경상남도 사천시 가천리,3585
경상남도 사천시 정동면,경상남도 사천시 정동면,3584
경상남도 통영시 도남동,경상남도 통영시 도남동,5119
경상남도 통영시 인평동,경상남도 통영시 인평동,5123
경상남도 통영시 사량면,경상남도 통영시 사량면,3573
경상남도 통영시 돈지리,경상남도 통영시 돈지리,3573
경상남도 통영시 한산면,경상남도 통영시 한산면,3572
경상남도 통영시 매죽리,경상남도 통영시 매죽리,3572
경상남도 통영시 비진리,경상남도 통영시 비진리,3572
경상남도 통영시 욕지면,경상남도 통영시 욕지면,3571
경상남도 통영시 두미리,경상남도 통영시 두미리,3571
경상남도 통영시 노대리,경상남도 통영시 노대리,3571
경상남도 통영시 연화리,경상남도 통영시 연화리,3567
경상남도 통영시 서산리,경상남도 통영시 서산리,3571
경상남도 통영시 광도면,경상남도 통영시 광도면,3570
경상남도 통영시 수월리,경상남도 통영시 수월리,3569
경상남도 통영시 어의리,경상남도 통영시 어의리,3568
경상남도 통영시 연곡리,경상남도 통영시 연곡리,3567
경상남도 통영시 추도리,경상남도 통영시 추도리,3567
경상남도 통영시 곤리리,경상남도 통영시 곤리리,3567
경상남도 통영시 미남리,경상남도 통영시 미남리,3567
경상남도 진주시 호탄동,경상남도 진주시 호탄동,4957
경상남도 진주시 유곡동,경상남도 진주시 유곡동,4947
경상남도 진주시 수곡면,경상남도 진주시 수곡면,3549
경상남도 진주시 신풍리,경상남도 진주시 신풍리,3548
경상남도 진주시 신기리,경상남도 진주시 신기리,3547
경상남도 진주시 미천면,경상남도 진주시 미천면,3546
경상남도 진주시 덕오리,경상남도 진주시 덕오리,3545
경상남도 진주시 용아리,경상남도 진주시 용아리,3544
경상남도 진주시 마진리,경상남도 진주시 마진리,3543
경상남도 진주시 사봉면,경상남도 진주시 사봉면,3541
경상남도 진주시 이반성면,경상남도 진주시 이반성면,3540
경상남도 진주시 구천리,경상남도 진주시 구천리,3538
경상남도 진주시 정자리,경상남도 진주시 정자리,3537
경상남도 진주시 독산리,경상남도 진주시 독산리,3535
경상남도 창원시 진해구,경상남도 창원시 진해구,5099
경상남도 창원시 가주동,경상남도 창원시 가주동,5064
경상남도 창원시 연도동,경상남도 창원시 연도동,5098
경상남도 창원시 대천동,경상남도 창원시 대천동,5073
경상남도 창원시 안곡동,경상남도 창원시 안곡동,5095
경상남도 창원시 마산회원구,경상남도 창원시 마산회원구,3504
경상남도 창원시 내서읍,경상남도 창원시 내서읍,3504
경상남도 창원시 우산동,경상남도 창원시 우산동,4980
경상남도 창원시 진전면,경상남도 창원시 진전면,3487
경상남도 창원시 진전면,경상남도 창원시 진전면,3487
경상남도 창원시 진북면,경상남도 창원시 진북면,3486
경상남도 창원시 진동면,경상남도 창원시 진동면,3485
경상남도 창원시 구산면,경상남도 창원시 구산면,3484
경상남도 창원시 성산구,경상남도 창원시 성산구,3478
경상남도 창원시 반림동,경상남도 창원시 반림동,5021
경상남도 창원시 양곡동,경상남도 창원시 양곡동,5030
경상남도 창원시 동정동,경상남도 창원시 동정동,5042
경상남도 창원시 북면,경상남도 창원시 북면,3468
경상남도 창원시 동읍,경상남도 창원시 동읍,3467
경상북도 울릉군 북면,경상북도 울릉군 북면,3463
경상북도 울릉군 서면,경상북도 울릉군 서면,3461
경상북도 울릉군 울릉읍,경상북도 울릉군 울릉읍,3460
경상북도 울릉군 독도리,경상북도 울릉군 독도리,3460
경상북도 울진군 매화면,경상북도 울진군 매화면,3458
경상북도 울진군 길곡리,경상북도 울진군 길곡리,3458
경상북도 울진군 금강송면,경상북도 울진군 금강송면,3457
경상북도 울진군 광회리,경상북도 울진군 광회리,3457
경상북도 울진군 전곡리,경상북도 울진군 전곡리,3457
경상북도 울진군 소광리,경상북도 울진군 소광리,3457
경상북도 울진군 왕피리,경상북도 울진군 왕피리,3457
경상북도 울진군 후포면,경상북도 울진군 후포면,3456
경상북도 울진군 죽변면,경상북도 울진군 죽변면,3455
경상북도 울진군 온정면,경상북도 울진군 온정면,3454
경상북도 울진군 외선미리,경상북도 울진군 외선미리,3454
경상북도 울진군 조금리,경상북도 울진군 조금리,3454
경상북도 울진군 기성면,경상북도 울진군 기성면,3453
경상북도 울진군 방율리,경상북도 울진군 방율리,3453
경상북도 울진군 근남면,경상북도 울진군 근남면,3452
경상북도 울진군 수곡리,경상북도 울진군 수곡리,3452
경상북도 울진군 북면,경상북도 울진군 북면,3450
경상북도 울진군 소곡리,경상북도 울진군 소곡리,3450
경상북도 울진군 두천리,경상북도 울진군 두천리,3450
경상북도 울진군 덕구리,경상북도 울진군 덕구리,3450
경상북도 울진군 평해읍,경상북도 울진군 평해읍,3449
경상북도 울진군 호월리,경상북도 울진군 호월리,3448
경상북도 봉화군 승부리,경상북도 봉화군 승부리,3446
경상북도 봉화군 대현리,경상북도 봉화군 대현리,3446
경상북도 봉화군 석포리,경상북도 봉화군 석포리,3446
경상북도 봉화군 상운면,경상북도 봉화군 상운면,3445
경상북도 봉화군 신라리,경상북도 봉화군 신라리,3445
경상북도 봉화군 명호면,경상북도 봉화군 명호면,3444
경상북도 봉화군 북곡리,경상북도 봉화군 북곡리,3444
경상북도 봉화군 양곡리,경상북도 봉화군 양곡리,3444
경상북도 봉화군 갈산리,경상북도 봉화군 갈산리,3443
경상북도 봉화군 소천면,경상북도 봉화군 소천면,3442
경상북도 봉화군 분천리,경상북도 봉화군 분천리,3442
경상북도 봉화군 고선리,경상북도 봉화군 고선리,3442
경상북도 봉화군 춘양면,경상북도 봉화군 춘양면,3441
경상북도 봉화군 우구치리,경상북도 봉화군 우구치리,3441
경상북도 봉화군 도심리,경상북도 봉화군 도심리,3441
경상북도 봉화군 눌산리,경상북도 봉화군 눌산리,3440
경상북도 봉화군 법전리,경상북도 봉화군 법전리,3440
경상북도 봉화군 금봉리,경상북도 봉화군 금봉리,3439
경상북도 봉화군 외삼리,경상북도 봉화군 외삼리,3439
경상북도 봉화군 물야면,경상북도 봉화군 물야면,3438
경상북도 봉화군 북지리,경상북도 봉화군 북지리,3438
경상북도 봉화군 문단리,경상북도 봉화군 문단리,3437
경상북도 예천군 은풍면,경상북도 예천군 은풍면,3968
경상북도 예천군 석묘리,경상북도 예천군 석묘리,4182
경상북도 예천군 용두리,경상북도 예천군 용두리,4182
경상북도 예천군 풍양면,경상북도 예천군 풍양면,3435
경상북도 예천군 삼강리,경상북도 예천군 삼강리,3435
경상북도 예천군 지보면,경상북도 예천군 지보면,3434
경상북도 예천군 암천리,경상북도 예천군 암천리,3434
경상북도 예천군 개포면,경상북도 예천군 개포면,3433
경상북도 예천군 용궁면,경상북도 예천군 용궁면,3432
경상북도 예천군 덕계리,경상북도 예천군 덕계리,3432
경상북도 예천군 수심리,경상북도 예천군 수심리,3431
경상북도 예천군 담암리,경상북도 예천군 담암리,3430
경상북도 예천군 황지리,경상북도 예천군 황지리,3430
경상북도 예천군 본리,경상북도 예천군 본리,3430
경상북도 예천군 오신리,경상북도 예천군 오신리,3429
경상북도 예천군 대맥리,경상북도 예천군 대맥리,3428
경상북도 예천군 관현리,경상북도 예천군 관현리,3428
경상북도 예천군 원류리,경상북도 예천군 원류리,3425
경상북도 예천군 예천읍,경상북도 예천군 예천읍,3424
경상북도 칠곡군 기산면,경상북도 칠곡군 기산면,3422
경상북도 칠곡군 각산리,경상북도 칠곡군 각산리,3422
경상북도 칠곡군 약목면,경상북도 칠곡군 약목면,3421
경상북도 칠곡군 가산면,경상북도 칠곡군 가산면,3420
경상북도 칠곡군 학산리,경상북도 칠곡군 학산리,3420
경상북도 칠곡군 심곡리,경상북도 칠곡군 심곡리,3420
경상북도 칠곡군 용수리,경상북도 칠곡군 용수리,3420
경상북도 칠곡군 동명면,경상북도 칠곡군 동명면,3419
경상북도 칠곡군 득명리,경상북도 칠곡군 득명리,3419
경상북도 칠곡군 학명리,경상북도 칠곡군 학명리,3419
경상북도 칠곡군 지천면,경상북도 칠곡군 지천면,3418
경상북도 칠곡군 용산리,경상북도 칠곡군 용산리,3418
경상북도 칠곡군 석적읍,경상북도 칠곡군 석적읍,3417
경상북도 칠곡군 반계리,경상북도 칠곡군 반계리,3417
경상북도 칠곡군 숭오리,경상북도 칠곡군 숭오리,3416
경상북도 칠곡군 금남리,경상북도 칠곡군 금남리,3415
경상북도 성주군 월항면,경상북도 성주군 월항면,3413
경상북도 성주군 초전면,경상북도 성주군 초전면,3412
경상북도 성주군 용봉리,경상북도 성주군 용봉리,3412
경상북도 성주군 월곡리,경상북도 성주군 월곡리,3412
경상북도 성주군 벽진면,경상북도 성주군 벽진면,3411
경상북도 성주군 봉학리,경상북도 성주군 봉학리,3411
경상북도 성주군 도남리,경상북도 성주군 도남리,3410
경상북도 성주군 칠봉리,경상북도 성주군 칠봉리,3410
경상북도 성주군 영천리,경상북도 성주군 영천리,3409
경상북도 성주군 용사리,경상북도 성주군 용사리,3408
경상북도 성주군 수륜면,경상북도 성주군 수륜면,3407
경상북도 성주군 보월리,경상북도 성주군 보월리,3407
경상북도 성주군 백운리,경상북도 성주군 백운리,3407
경상북도 성주군 용암면,경상북도 성주군 용암면,3406
경상북도 성주군 마월리,경상북도 성주군 마월리,3406
경상북도 성주군 선남면,경상북도 성주군 선남면,3405
경상북도 고령군 쌍림면,경상북도 고령군 쌍림면,3402
경상북도 고령군 우곡면,경상북도 고령군 우곡면,3401
경상북도 고령군 인안리,경상북도 고령군 인안리,3400
경상북도 고령군 양전리,경상북도 고령군 양전리,3400
경상북도 고령군 다산면,경상북도 고령군 다산면,3399
경상북도 고령군 송곡리,경상북도 고령군 송곡리,3399
경상북도 고령군 성산면,경상북도 고령군 성산면,3398
경상북도 고령군 운수면,경상북도 고령군 운수면,3397
경상북도 고령군 덕곡면,경상북도 고령군 덕곡면,3396
경상북도 청도군 매전면,경상북도 청도군 매전면,3393
경상북도 청도군 두곡리,경상북도 청도군 두곡리,3393
경상북도 청도군 송원리,경상북도 청도군 송원리,3393
경상북도 청도군 오봉리,경상북도 청도군 오봉리,3392
경상북도 청도군 방지리,경상북도 청도군 방지리,3392
경상북도 청도군 갈지리,경상북도 청도군 갈지리,3392
경상북도 청도군 마일리,경상북도 청도군 마일리,3391
경상북도 청도군 공암리,경상북도 청도군 공암리,3391
경상북도 청도군 신원리,경상북도 청도군 신원리,3391
경상북도 청도군 오진리,경상북도 청도군 오진리,3391
경상북도 청도군 이서면,경상북도 청도군 이서면,3390
경상북도 청도군 팔조리,경상북도 청도군 팔조리,3390
경상북도 청도군 각북면,경상북도 청도군 각북면,3389
경상북도 청도군 풍각면,경상북도 청도군 풍각면,3388
경상북도 청도군 청도읍,경상북도 청도군 청도읍,3385
경상북도 청도군 상리,경상북도 청도군 상리,3385
경상북도 영덕군 창수면,경상북도 영덕군 창수면,3381
경상북도 영덕군 백청리,경상북도 영덕군 백청리,3381
경상북도 영덕군 오촌리,경상북도 영덕군 오촌리,3381
경상북도 영덕군 창수리,경상북도 영덕군 창수리,3381
경상북도 영덕군 병곡면,경상북도 영덕군 병곡면,3380
경상북도 영덕군 금곡리,경상북도 영덕군 금곡리,3380
경상북도 영덕군 영해면,경상북도 영덕군 영해면,3379
경상북도 영덕군 대리,경상북도 영덕군 대리,3379
경상북도 영덕군 기암리,경상북도 영덕군 기암리,3377
경상북도 영덕군 조항리,경상북도 영덕군 조항리,3377
경상북도 영덕군 지품면,경상북도 영덕군 지품면,3375
경상북도 영덕군 신애리,경상북도 영덕군 신애리,3375
경상북도 영덕군 속곡리,경상북도 영덕군 속곡리,3375
경상북도 영덕군 황장리,경상북도 영덕군 황장리,3375
경상북도 영덕군 옥계리,경상북도 영덕군 옥계리,3374
경상북도 영덕군 덕산리,경상북도 영덕군 덕산리,3374
경상북도 영덕군 흥기리,경상북도 영덕군 흥기리,3374
경상북도 영덕군 남정면,경상북도 영덕군 남정면,3373
경상북도 영덕군 남호리,경상북도 영덕군 남호리,3373
경상북도 영덕군 쟁암리,경상북도 영덕군 쟁암리,3373
경상북도 영덕군 금진리,경상북도 영덕군 금진리,3372
경상북도 영덕군 대탄리,경상북도 영덕군 대탄리,3371
경상북도 영양군 석보면,경상북도 영양군 석보면,3369
경상북도 영양군 홍계리,경상북도 영양군 홍계리,3369
경상북도 영양군 수비면,경상북도 영양군 수비면,3368
경상북도 영양군 송하리,경상북도 영양군 송하리,3368
경상북도 영양군 신암리,경상북도 영양군 신암리,3368
경상북도 영양군 수하리,경상북도 영양군 수하리,3368
경상북도 영양군 일월면,경상북도 영양군 일월면,3367
경상북도 영양군 가곡리,경상북도 영양군 가곡리,3367
경상북도 영양군 용화리,경상북도 영양군 용화리,3367
경상북도 영양군 청기면,경상북도 영양군 청기면,3366
경상북도 영양군 당리,경상북도 영양군 당리,3366
경상북도 영양군 무진리,경상북도 영양군 무진리,3366
경상북도 영양군 병옥리,경상북도 영양군 병옥리,3365
경상북도 영양군 금학리,경상북도 영양군 금학리,3365
경상북도 영양군 연당리,경상북도 영양군 연당리,3365
경상북도 영양군 대천리,경상북도 영양군 대천리,3364
경상북도 청송군 신촌리,경상북도 청송군 신촌리,3362
경상북도 청송군 부곡리,경상북도 청송군 부곡리,3362
경상북도 청송군 기곡리,경상북도 청송군 기곡리,3362
경상북도 청송군 파천면,경상북도 청송군 파천면,3361
경상북도 청송군 지경리,경상북도 청송군 지경리,3361
경상북도 청송군 안덕면,경상북도 청송군 안덕면,3360
경상북도 청송군 고와리,경상북도 청송군 고와리,3360
경상북도 청송군 근곡리,경상북도 청송군 근곡리,3360
경상북도 청송군 현서면,경상북도 청송군 현서면,3359
경상북도 청송군 도리,경상북도 청송군 도리,3359
경상북도 청송군 갈천리,경상북도 청송군 갈천리,3359
경상북도 청송군 개일리,경상북도 청송군 개일리,3358
경상북도 청송군 양숙리,경상북도 청송군 양숙리,3357
경상북도 청송군 이현리,경상북도 청송군 이현리,3357
경상북도 청송군 홍원리,경상북도 청송군 홍원리,3357
경상북도 청송군 주왕산면,경상북도 청송군 주왕산면,3356
경상북도 청송군 상의리,경상북도 청송군 상의리,3356
경상북도 청송군 지리,경상북도 청송군 지리,3356
경상북도 청송군 월외리,경상북도 청송군 월외리,3355
경상북도 청송군 금곡리,경상북도 청송군 금곡리,3355
경상북도 의성군 안사면,경상북도 의성군 안사면,3353
경상북도 의성군 쌍호리,경상북도 의성군 쌍호리,3353
경상북도 의성군 안평면,경상북도 의성군 안평면,3352
경상북도 의성군 삼춘리,경상북도 의성군 삼춘리,3352
경상북도 의성군 신월리,경상북도 의성군 신월리,3352
경상북도 의성군 신평면,경상북도 의성군 신평면,3351
경상북도 의성군 다인면,경상북도 의성군 다인면,3350
경상북도 의성군 안계면,경상북도 의성군 안계면,3349
경상북도 의성군 성암리,경상북도 의성군 성암리,3348
경상북도 의성군 낙정리,경상북도 의성군 낙정리,3347
경상북도 의성군 용곡리,경상북도 의성군 용곡리,3350
경상북도 의성군 비안면,경상북도 의성군 비안면,3345
경상북도 의성군 도암리,경상북도 의성군 도암리,3350
경상북도 의성군 길천리,경상북도 의성군 길천리,3344
경상북도 의성군 금성면,경상북도 의성군 금성면,3343
경상북도 의성군 만천리,경상북도 의성군 만천리,3343
경상북도 의성군 현리리,경상북도 의성군 현리리,3342
경상북도 의성군 춘산면,경상북도 의성군 춘산면,3341
경상북도 의성군 사곡면,경상북도 의성군 사곡면,3340
경상북도 의성군 옥산면,경상북도 의성군 옥산면,3339
경상북도 의성군 금학리,경상북도 의성군 금학리,3339
경상북도 의성군 점곡면,경상북도 의성군 점곡면,3338
경상북도 의성군 황룡리,경상북도 의성군 황룡리,3338
경상북도 의성군 단촌면,경상북도 의성군 단촌면,3337
경상북도 의성군 구계리,경상북도 의성군 구계리,3337
경상북도 경산시 갑제동,경상북도 경산시 갑제동,5127
경상북도 경산시 남천면,경상북도 경산시 남천면,3318
경상북도 경산시 남산면,경상북도 경산시 남산면,3316
경상북도 경산시 상대리,경상북도 경산시 상대리,3316
경상북도 경산시 가척리,경상북도 경산시 가척리,3315
경상북도 경산시 외촌리,경상북도 경산시 외촌리,3315
경상북도 경산시 와촌면,경상북도 경산시 와촌면,3313
경상북도 경산시 음양리,경상북도 경산시 음양리,3313
경상북도 경산시 진량읍,경상북도 경산시 진량읍,3312
경상북도 문경시 윤직동,경상북도 문경시 윤직동,5242
경상북도 문경시 유곡동,경상북도 문경시 유곡동,5241
경상북도 문경시 농암면,경상북도 문경시 농암면,3304
경상북도 문경시 선곡리,경상북도 문경시 선곡리,3304
경상북도 문경시 내서리,경상북도 문경시 내서리,3304
경상북도 문경시 궁기리,경상북도 문경시 궁기리,3304
경상북도 문경시 마성면,경상북도 문경시 마성면,3303
경상북도 문경시 동로면,경상북도 문경시 동로면,3302
경상북도 문경시 명전리,경상북도 문경시 명전리,3302
경상북도 문경시 인곡리,경상북도 문경시 인곡리,3302
경상북도 문경시 산북면,경상북도 문경시 산북면,3301
경상북도 문경시 창구리,경상북도 문경시 창구리,3301
경상북도 문경시 석봉리,경상북도 문경시 석봉리,3301
경상북도 문경시 우로리,경상북도 문경시 우로리,3300
경상북도 문경시 율곡리,경상북도 문경시 율곡리,3298
경상북도 문경시 가은읍,경상북도 문경시 가은읍,3296
경상북도 문경시 원북리,경상북도 문경시 원북리,3296
경상북도 문경시 완장리,경상북도 문경시 완장리,3296
경상북도 문경시 문경읍,경상북도 문경시 문경읍,3294
경상북도 문경시 관음리,경상북도 문경시 관음리,3294
경상북도 문경시 용연리,경상북도 문경시 용연리,3294
경상북도 문경시 상초리,경상북도 문경시 상초리,3294
경상북도 상주시 남적동,경상북도 상주시 남적동,5254
경상북도 상주시 남장동,경상북도 상주시 남장동,5253
경상북도 상주시 도남동,경상북도 상주시 도남동,5256
경상북도 상주시 외답동,경상북도 상주시 외답동,5271
경상북도 상주시 오대동,경상북도 상주시 오대동,5270
경상북도 상주시 화남면,경상북도 상주시 화남면,3286
경상북도 상주시 소곡리,경상북도 상주시 소곡리,3286
경상북도 상주시 이안리,경상북도 상주시 이안리,3285
경상북도 상주시 아천리,경상북도 상주시 아천리,3285
경상북도 상주시 중소리,경상북도 상주시 중소리,3284
경상북도 상주시 예의리,경상북도 상주시 예의리,3281
경상북도 상주시 운흥리,경상북도 상주시 운흥리,3279
경상북도 상주시 입석리,경상북도 상주시 입석리,3279
경상북도 상주시 장암리,경상북도 상주시 장암리,3279
경상북도 상주시 신봉리,경상북도 상주시 신봉리,3278
경상북도 상주시 어산리,경상북도 상주시 어산리,3277
경상북도 상주시 모서면,경상북도 상주시 모서면,3275
경상북도 상주시 호음리,경상북도 상주시 호음리,3275
경상북도 상주시 득수리,경상북도 상주시 득수리,3275
경상북도 상주시 수봉리,경상북도 상주시 수봉리,3274
경상북도 상주시 상판리,경상북도 상주시 상판리,3274
경상북도 상주시 외남면,경상북도 상주시 외남면,3272
경상북도 상주시 공성면,경상북도 상주시 공성면,3271
경상북도 상주시 효곡리,경상북도 상주시 효곡리,3271
경상북도 상주시 청상리,경상북도 상주시 청상리,3270
경상북도 상주시 낙동면,경상북도 상주시 낙동면,3268
경상북도 상주시 신오리,경상북도 상주시 신오리,3268
경상북도 상주시 묵상리,경상북도 상주시 묵상리,3267
경상북도 상주시 우물리,경상북도 상주시 우물리,3266
경상북도 영천시 서산동,경상북도 영천시 서산동,5345
경상북도 영천시 신기동,경상북도 영천시 신기동,5347
경상북도 영천시 도남동,경상북도 영천시 도남동,5335
경상북도 영천시 대창면,경상북도 영천시 대창면,3258
경상북도 영천시 용전리,경상북도 영천시 용전리,3256
경상북도 영천시 북안면,경상북도 영천시 북안면,3257
경상북도 영천시 고경면,경상북도 영천시 고경면,3256
경상북도 영천시 논실리,경상북도 영천시 논실리,3256
경상북도 영천시 청정리,경상북도 영천시 청정리,3256
경상북도 영천시 삼귀리,경상북도 영천시 삼귀리,3256
경상북도 영천시 대의리,경상북도 영천시 대의리,3256
경상북도 영천시 수성리,경상북도 영천시 수성리,3255
경상북도 영천시 황강리,경상북도 영천시 황강리,3255
경상북도 영천시 자양면,경상북도 영천시 자양면,3254
경상북도 영천시 충효리,경상북도 영천시 충효리,3254
경상북도 영천시 화남면,경상북도 영천시 화남면,3253
경상북도 영천시 월곡리,경상북도 영천시 월곡리,3253
경상북도 영천시 죽곡리,경상북도 영천시 죽곡리,3253
경상북도 영천시 횡계리,경상북도 영천시 횡계리,3252
경상북도 영천시 화산면,경상북도 영천시 화산면,3251
경상북도 영천시 당지리,경상북도 영천시 당지리,3251
경상북도 영천시 신녕면,경상북도 영천시 신녕면,3250
경상북도 영천시 화서리,경상북도 영천시 화서리,3250
경상북도 영주시 아지동,경상북도 영주시 아지동,5322
경상북도 영주시 적서동,경상북도 영주시 적서동,5324
경상북도 영주시 부석면,경상북도 영주시 부석면,3237
경상북도 영주시 감곡리,경상북도 영주시 감곡리,3237
경상북도 영주시 남대리,경상북도 영주시 남대리,3237
경상북도 영주시 마락리,경상북도 영주시 마락리,3236
경상북도 영주시 좌석리,경상북도 영주시 좌석리,3236
경상북도 영주시 순흥면,경상북도 영주시 순흥면,3235
경상북도 영주시 배점리,경상북도 영주시 배점리,3235
경상북도 영주시 봉현면,경상북도 영주시 봉현면,3234
경상북도 영주시 묵리,경상북도 영주시 묵리,3233
경상북도 영주시 성곡리,경상북도 영주시 성곡리,3232
경상북도 영주시 수도리,경상북도 영주시 수도리,3231
경상북도 영주시 평은면,경상북도 영주시 평은면,3230
경상북도 영주시 지곡리,경상북도 영주시 지곡리,3230
경상북도 영주시 두월리,경상북도 영주시 두월리,3229
경상북도 영주시 수철리,경상북도 영주시 수철리,3228
경상북도 구미시 구포동,경상북도 구미시 구포동,5195
경상북도 구미시 신평동,경상북도 구미시 신평동,5206
경상북도 구미시 선기동,경상북도 구미시 선기동,5202
경상북도 구미시 금산리,경상북도 구미시 금산리,3205
경상북도 구미시 백현리,경상북도 구미시 백현리,3206
경상북도 구미시 해평면,경상북도 구미시 해평면,3205
경상북도 구미시 일선리,경상북도 구미시 일선리,3205
경상북도 구미시 옥성면,경상북도 구미시 옥성면,3203
경상북도 구미시 무을면,경상북도 구미시 무을면,3202
경상북도 구미시 고아읍,경상북도 구미시 고아읍,3201
경상북도 구미시 외예리,경상북도 구미시 외예리,3201
경상북도 구미시 봉곡리,경상북도 구미시 봉곡리,3200
경상북도 안동시 수하동,경상북도 안동시 수하동,5303
경상북도 안동시 정상동,경상북도 안동시 정상동,5314
경상북도 안동시 석동동,경상북도 안동시 석동동,5298
경상북도 안동시 이천동,경상북도 안동시 이천동,5313
경상북도 안동시 녹전면,경상북도 안동시 녹전면,3188
경상북도 안동시 도산면,경상북도 안동시 도산면,3187
경상북도 안동시 서부리,경상북도 안동시 서부리,3187
경상북도 안동시 단천리,경상북도 안동시 단천리,3187
경상북도 안동시 예안면,경상북도 안동시 예안면,3186
경상북도 안동시 미질리,경상북도 안동시 미질리,3186
경상북도 안동시 동천리,경상북도 안동시 동천리,3186
경상북도 안동시 임동면,경상북도 안동시 임동면,3185
경상북도 안동시 위리,경상북도 안동시 위리,3185
경상북도 안동시 길안면,경상북도 안동시 길안면,3184
경상북도 안동시 대곡리,경상북도 안동시 대곡리,3184
경상북도 안동시 송사리,경상북도 안동시 송사리,3184
경상북도 안동시 백자리,경상북도 안동시 백자리,3184
경상북도 안동시 임하면,경상북도 안동시 임하면,3183
경상북도 안동시 고곡리,경상북도 안동시 고곡리,3183
경상북도 안동시 신흥리,경상북도 안동시 신흥리,3182
경상북도 안동시 단호리,경상북도 안동시 단호리,3181
경상북도 안동시 일직면,경상북도 안동시 일직면,3180
경상북도 안동시 국곡리,경상북도 안동시 국곡리,3180
경상북도 안동시 하회리,경상북도 안동시 하회리,3179
경상북도 안동시 재품리,경상북도 안동시 재품리,3178
경상북도 안동시 광평리,경상북도 안동시 광평리,3178
경상북도 안동시 와룡면,경상북도 안동시 와룡면,3176
경상북도 안동시 매곡리,경상북도 안동시 매곡리,3175
경상북도 안동시 노리,경상북도 안동시 노리,3175
경상북도 김천시 양천동,경상북도 김천시 양천동,5230
경상북도 김천시 응명동,경상북도 김천시 응명동,5232
경상북도 김천시 율곡동,경상북도 김천시 율곡동,3173
경상북도 김천시 황점리,경상북도 김천시 황점리,3166
경상북도 김천시 동안리,경상북도 김천시 동안리,3166
경상북도 김천시 문의리,경상북도 김천시 문의리,3165
경상북도 김천시 조룡리,경상북도 김천시 조룡리,3165
경상북도 김천시 덕산리,경상북도 김천시 덕산리,3165
경상북도 김천시 희곡리,경상북도 김천시 희곡리,3164
경상북도 김천시 대야리,경상북도 김천시 대야리,3164
경상북도 김천시 지례면,경상북도 김천시 지례면,3163
경상북도 김천시 이전리,경상북도 김천시 이전리,3163
경상북도 김천시 구성면,경상북도 김천시 구성면,3162
경상북도 김천시 신왕리,경상북도 김천시 신왕리,3161
경상북도 김천시 대항면,경상북도 김천시 대항면,3159
경상북도 김천시 대성리,경상북도 김천시 대성리,3152
경상북도 김천시 광천리,경상북도 김천시 광천리,3158
경상북도 김천시 인의리,경상북도 김천시 인의리,3158
경상북도 김천시 능치리,경상북도 김천시 능치리,3157
경상북도 김천시 덕마리,경상북도 김천시 덕마리,3157
경상북도 김천시 감문면,경상북도 김천시 감문면,3156
경상북도 김천시 개령면,경상북도 김천시 개령면,3155
경상북도 김천시 오봉리,경상북도 김천시 오봉리,3154
경상북도 경주시 석장동,경상북도 경주시 석장동,5174
경상북도 경주시 배동,경상북도 경주시 배동,5166
경상북도 경주시 손곡동,경상북도 경주시 손곡동,5176
경상북도 경주시 황용동,경상북도 경주시 황용동,5190
경상북도 경주시 마동,경상북도 경주시 마동,5165
경상북도 경주시 시동,경상북도 경주시 시동,5177
경상북도 경주시 신당리,경상북도 경주시 신당리,3139
경상북도 경주시 화산리,경상북도 경주시 화산리,3139
경상북도 경주시 강동면,경상북도 경주시 강동면,3138
경상북도 경주시 단구리,경상북도 경주시 단구리,3138
경상북도 경주시 가정리,경상북도 경주시 가정리,3137
경상북도 경주시 운대리,경상북도 경주시 운대리,3136
경상북도 경주시 천촌리,경상북도 경주시 천촌리,3136
경상북도 경주시 산내면,경상북도 경주시 산내면,3135
경상북도 경주시 대현리,경상북도 경주시 대현리,3135
경상북도 경주시 감산리,경상북도 경주시 감산리,3135
경상북도 경주시 내남면,경상북도 경주시 내남면,3134
경상북도 경주시 비지리,경상북도 경주시 비지리,3134
경상북도 경주시 안심리,경상북도 경주시 안심리,3134
경상북도 경주시 양남면,경상북도 경주시 양남면,3133
경상북도 경주시 상라리,경상북도 경주시 상라리,3133
경상북도 경주시 신대리,경상북도 경주시 신대리,3133
경상북도 경주시 양북면,경상북도 경주시 양북면,3132
경상북도 경주시 용동리,경상북도 경주시 용동리,3132
경상북도 경주시 외동읍,경상북도 경주시 외동읍,3131
경상북도 경주시 녹동리,경상북도 경주시 녹동리,3131
경상북도 경주시 금척리,경상북도 경주시 금척리,3130
경상북도 경주시 산대리,경상북도 경주시 산대리,3129
경상북도 경주시 대동리,경상북도 경주시 대동리,3129
경상북도 경주시 감포읍,경상북도 경주시 감포읍,3128
경상북도 포항시 북구,경상북도 포항시 북구,3111
경상북도 포항시 여남동,경상북도 포항시 여남동,5383
경상북도 포항시 기북면,경상북도 포항시 기북면,3118
경상북도 포항시 기북면,경상북도 포항시 기북면,3118
경상북도 포항시 죽장면,경상북도 포항시 죽장면,3116
경상북도 포항시 죽장면,경상북도 포항시 죽장면,3116
경상북도 포항시 죽장면,경상북도 포항시 죽장면,3116
