region_id,full_name,search_name,위도,경도
2708,전라북도 순창군 순창읍,순창읍,35.37693594,127.1470315
6365,서울특별시 중구 순화동,순화동,37.562758,126.970438
3235,경상북도 영주시 순흥면,순흥면,36.915757,128.574913
856,"인천광역시 미추홀구 숭의1,3동","숭의1,3동",37.467237,126.6471923
855,인천광역시 미추홀구 숭의2동,숭의2동,37.4630452,126.6472737
857,인천광역시 미추홀구 숭의4동,숭의4동,37.4648304,126.6591457
6512,인천광역시 미추홀구 숭의동,숭의동,37.4639846,126.6502875
5093,경상남도 창원시 진해구 숭인동,숭인동,35.14495576,128.6595673
4623,경기도 안성시 숭인동,숭인동,37.0105966,127.2748293
6291,서울특별시 종로구 숭인동,숭인동,37.5778049,127.0156274
18,서울특별시 종로구 숭인제1동,숭인제1동,37.5778049,127.0156274
19,서울특별시 종로구 숭인제2동,숭인제2동,37.574867,127.019988
2805,전라남도 순천시 승주읍,승주읍,35.01445,127.389813
5474,광주광역시 남구 승촌동,승촌동,35.061,126.7754
7053,충청남도 당진시 시곡동,시곡동,36.8967,126.6713
2604,전라북도 정읍시 시기동,시기동,35.56555444,126.8493199
5177,경상북도 경주시 시동,시동,35.7562,129.269475
5178,경상북도 경주시 시래동,시래동,35.7698,129.298
6446,울산광역시 북구 시례동,시례동,35.603799,129.333275
5204,경상북도 구미시 시미동,시미동,36.092015,128.4111
5719,대구광역시 중구 시장북로,시장북로,35.8721149,128.5824413
2799,전라남도 여수시 시전동,시전동,34.7605145,127.673767
2991,전라남도 영암군 시종면,시종면,34.8685963,126.6070278
5671,대구광역시 수성구 시지동,시지동,35.84324,128.69265
6535,인천광역시 서구 시천동,시천동,37.5699,126.6923
3763,경상남도 산청군 시천면,시천면,35.278427,127.8405764
2437,충청남도 서천군 시초면,시초면,36.121882,126.752863
1321,경기도 성남시 수정구 시흥동,시흥동,37.4220157,127.1079111
6071,서울특별시 금천구 시흥동,시흥동,37.4535411,126.9032625
300,서울특별시 금천구 시흥제1동,시흥제1동,37.4535411,126.9032625
301,서울특별시 금천구 시흥제2동,시흥제2동,37.4495487,126.9148345
302,서울특별시 금천구 시흥제3동,시흥제3동,37.4403095,126.9057945
303,서울특별시 금천구 시흥제4동,시흥제4동,37.459029,126.9061924
304,서울특별시 금천구 시흥제5동,시흥제5동,37.4523912,126.908294
5880,부산광역시 강서구 식만동,식만동,35.2125,128.9073
1550,경기도 고양시 일산동구 식사동,식사동,37.67734008,126.8137071
1549,경기도 고양시 일산동구 식사동,식사동,37.67734008,126.8137071
6825,전라북도 남원시 식정동,식정동,35.43729162,127.4203519
1084,광주광역시 광산구 신가동,신가동,35.1798454,126.8360017
1677,경기도 용인시 기흥구 신갈동,신갈동,37.27254659,127.1070344
4624,경기도 안성시 신건지동,신건지동,37.0162083,127.2462375
6232,서울특별시 용산구 신계동,신계동,37.5358,126.9667
1364,경기도 의정부시 신곡1동,신곡1동,37.7315413,127.0567956
1365,경기도 의정부시 신곡2동,신곡2동,37.7436996,127.0579769
6804,전라북도 김제시 신곡동,신곡동,35.81599854,126.8712222
4743,경기도 의정부시 신곡동,신곡동,37.7315413,127.0567956
6103,서울특별시 마포구 신공덕동,신공덕동,37.54415,126.955825
6774,전라북도 군산시 신관동,신관동,35.94319483,126.6698957
2295,충청남도 공주시 신관동,신관동,36.472264,127.1325743
2310,충청남도 공주시 신관동,신관동,36.472264,127.1325743
3011,전라남도 함평군 신광면,신광면,35.1555987,126.4977875
3112,경상북도 포항시 북구 신광면,신광면,36.13012007,129.2629712
5142,경상북도 경산시 신교동,신교동,35.8131,128.74
6292,서울특별시 종로구 신교동,신교동,37.5845,126.9678
6730,전라남도 여수시 신기동,신기동,34.760558,127.673613
4926,경상남도 양산시 신기동,신기동,35.350499,129.056125
5606,대구광역시 동구 신기동,신기동,35.8654571,128.7052
5347,경상북도 영천시 신기동,신기동,36.0036,128.9519
7033,충청남도 공주시 신기동,신기동,36.4296596,127.1477
5238,경상북도 문경시 신기동,신기동,36.6343,128.1673
1987,강원특별자치도 삼척시 신기면,신기면,37.3496094,129.0831747
4202,경기도 안산시 단원구 신길동,신길동,37.334802,126.7831459
6207,서울특별시 영등포구 신길동,신길동,37.5112667,126.9214285
315,서울특별시 영등포구 신길제1동,신길제1동,37.5112667,126.9214285
316,서울특별시 영등포구 신길제3동,신길제3동,37.5073003,126.9077425
317,서울특별시 영등포구 신길제4동,신길제4동,37.5084555,126.9112884
318,서울특별시 영등포구 신길제5동,신길제5동,37.5016177,126.9052679
319,서울특별시 영등포구 신길제6동,신길제6동,37.498535,126.919437
320,서울특별시 영등포구 신길제7동,신길제7동,37.506392,126.921475
117,서울특별시 중랑구 신내1동,신내1동,37.605882,127.099538
118,서울특별시 중랑구 신내2동,신내2동,37.6061896,127.0942306
6410,서울특별시 중랑구 신내동,신내동,37.605882,127.099538
3250,경상북도 영천시 신녕면,신녕면,36.0453276,128.7897786
2146,충청북도 충주시 신니면,신니면,36.9956363,127.7364702
801,대구광역시 달서구 신당동,신당동,35.8589654,128.4988125
7123,충청남도 천안시 서북구 신당동,신당동,36.85619096,127.157907
20,서울특별시 중구 신당동,신당동,37.5620973,127.0145478
28,서울특별시 중구 신당동,신당동,37.5620973,127.0145478
32,서울특별시 중구 신당제5동,신당제5동,37.565142,127.02185
5741,대전광역시 대덕구 신대동,신대동,36.3935,127.4156
7211,충청북도 청주시 흥덕구 신대동,신대동,36.67396973,127.4073722
4788,경기도 평택시 신대동,신대동,37.001575,127.065012
6094,서울특별시 동작구 신대방동,신대방동,37.488943,126.91005
338,서울특별시 동작구 신대방제1동,신대방제1동,37.488943,126.91005
339,서울특별시 동작구 신대방제2동,신대방제2동,37.4984422,126.9244085
6731,전라남도 여수시 신덕동,신덕동,34.819,127.7564
6805,전라북도 김제시 신덕동,신덕동,35.7642604,126.8508171
2701,전라북도 임실군 신덕면,신덕면,35.68397136,127.1782858
279,서울특별시 구로구 신도림동,신도림동,37.5077664,126.8805826
2384,충청남도 계룡시 신도안면,신도안면,36.300467,127.242188
5428,광주광역시 광산구 신동,신동,35.1152,126.6994
2581,전라북도 익산시 신동,신동,35.95982879,126.9613211
5205,경상북도 구미시 신동,신동,36.0966,128.4651
5834,대전광역시 유성구 신동,신동,36.4766,127.3718
7090,충청남도 아산시 신동,신동,36.7839,127.0365
